更新日期,平台,鞋款類別,商品名稱,價格,評價,評論數,賣家,賣家穩定度,網路價,優惠,推薦分數,價格說明,資料來源,商品連結
2026-05-21,PChome,女鞋,NIKE SB DUNK LOW PRO 男女鞋 滑板鞋 粉 橘 綠-HJ4135600,2989,4.5,0,PChome 24h購物,0.9,2989,0%,69.2,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IUX2B
2026-05-21,PChome,女鞋,W DUNK LOW LX 女鞋 休閒鞋 白色 酒紅 金 CNY 蛇年-HV5991171,2989,4.5,0,PChome 24h購物,0.9,2989,0%,69.2,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I7KR1
2026-05-21,PChome,未標示,SB DUNK LOW PRO 男 滑板鞋 HQ1625600,2989,4.5,0,PChome 24h購物,0.9,2989,0%,69.2,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J4UWM
2026-05-21,PChome,未標示,DUNK LOW RETRO 男 休閒鞋 黑白 熊貓-HF5441100,3400,4.5,0,PChome 24h購物,0.9,3400,0%,68.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICZBD
2026-05-21,PChome,未標示,DUNK LOW RETRO 男 休閒鞋 白 深藍-HF5441107,3400,4.5,0,PChome 24h購物,0.9,3400,0%,68.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICZD2
2026-05-21,PChome,男鞋,DUNK LOW RETRO 男鞋 休閒鞋 白灰色-HF5441105,3400,4.5,0,PChome 24h購物,0.9,3400,0%,68.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IJY8A
2026-05-21,PChome,未標示,Dunk Low 變形蟲 白藍 天空藍 休閒鞋 DH4401-101,3724,4.5,0,PChome 24h購物,0.9,3724,0%,68.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2J-A900FSAA6
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】休閒鞋 籃球鞋 童鞋 DUNK TATUM G.T. CUT 多款任選 (FB9109114&FD7033004&FZ4352600),1190,4.9,32,momo購物網,0.88,1190,0%,87.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15006044&Area=search&mdiv=403&oid=1_24&cid=index&kw=Dunk
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 慢跑鞋 NIKE P-6000 DUNK 液態銀 經典男鞋 女鞋 灰銀復古 多款(IO3496-001&),1804,5.0,2,momo購物網,0.88,1804,0%,86.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15231076&Area=search&mdiv=403&oid=1_5&cid=index&kw=Dunk
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 男鞋 女鞋 NIKE DUNK LOW RETRO Midnight Navy 午夜藍 深藍(HF5441107),1880,4.9,34,momo購物網,0.88,1880,0%,86.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13674657&Area=search&mdiv=403&oid=1_7&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Dunk Low Retro 男鞋 寶寶藍色 休閒 透氣 Dunk 皮革 低筒 運動 休閒鞋 HF5441-103,1899,5.0,1,momo購物網,0.88,1899,0%,85.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13771288&Area=search&mdiv=403&oid=1_17&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】DUNK LOW RETRO 男鞋 休閒鞋 運動鞋 白藍(HF5441107),1938,5.0,15,momo購物網,0.88,1938,0%,87.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13837108&Area=search&mdiv=403&oid=1_8&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】DUNK LOW RETRO 男鞋 墨綠 休閒鞋 穿搭 運動(HF5441-102),1938,4.7,6,momo購物網,0.88,1938,0%,78.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13604324&Area=search&mdiv=403&oid=1_22&cid=index&kw=Dunk
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】運動鞋 休閒鞋 女鞋 W NIKE DUNK LOW 緩震 抓地力 經典 低筒 灰白(DD1503103),2089,4.9,49,momo購物網,0.88,2089,0%,86.2,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14283973&Area=search&mdiv=403&oid=1_18&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 休閒鞋 板鞋 NIKE DUNK LOW RETRO 男鞋 熊貓 Dior灰 復古 多款(HF5441-107&),2099,4.8,414,momo購物網,0.88,2099,0%,86.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14086690&Area=search&mdiv=403&oid=1_1&cid=index&kw=Dunk
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】運動鞋 休閒鞋 W NIKE DUNK LOW 女鞋 復古鞋 經典 熊貓 灰白 多色(DD1503-101&),2099,4.8,115,momo購物網,0.88,2099,0%,84.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14581234&Area=search&mdiv=403&oid=1_3&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 休閒鞋 板鞋 NIKE DUNK LOW RETRO 男鞋 漆皮 麂皮 經典 復古 多款(FQ8249-104&),2099,4.9,16,momo購物網,0.88,2099,0%,84.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14693544&Area=search&mdiv=403&oid=1_4&cid=index&kw=Dunk
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 情侶鞋 AIR FORCE 1 07 / DUNK 男鞋 女鞋 AF1 麂皮 黑白綠 多款(FZ0627-010&),2199,4.9,261,momo購物網,0.88,2199,0%,88.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13840658&Area=search&mdiv=403&oid=1_2&cid=index&kw=Dunk
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 NIKE SB DUNK LOW PRO 男鞋 女鞋 綠咖紅 多款(FV8493-401&),2199,4.8,18,momo購物網,0.88,2199,0%,82.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13613660&Area=search&mdiv=403&oid=1_9&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 滑板鞋 男鞋 NIKE SB DUNK LOW PRO 緩震 經典 撞色 棕 藍(HQ1625200),2280,5.0,6,momo購物網,0.88,2280,0%,86.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14910230&Area=search&mdiv=403&oid=1_13&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 休閒鞋 男鞋 NIKE DUNK LOW RETRO SE 經典 板鞋 麂皮 (IB6752101),2351,5.0,1,momo購物網,0.88,2351,0%,84.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15051103&Area=search&mdiv=403&oid=1_23&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Dunk Low Retro 男鞋 灰白色 滑板 經典 Dunk 低筒 休閒 運動 休閒鞋 HF5441-105,2380,5.0,2,momo購物網,0.88,2380,0%,85.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13658948&Area=search&mdiv=403&oid=1_20&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 男鞋 運動鞋 DUNK LOW RETRO 灰白 HF5441-105,2422,5.0,13,momo購物網,0.88,2422,0%,86.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13622795&Area=search&mdiv=403&oid=1_16&cid=index&kw=Dunk
2026-05-21,momo購物網,未標示,【NIKE 耐吉】NIKE 休閒鞋 DUNK LOW 城市系列 柏林 黑漆皮 反光 復古 男 FZ3053-001,2450,0.0,0,momo購物網,0.88,2450,0%,55.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0008895/goodsDetail/TP00088950003819
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 男鞋 女鞋 DUNK LOW RETRO White Black Panda 2025 黑白 熊貓(HF5441100),2454,4.9,34,momo購物網,0.88,2454,0%,85.2,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13674659&Area=search&mdiv=403&oid=1_15&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 Nike Dunk Low Retro Grey Fog 灰白 板鞋 男鞋 HF5441-105,2498,4.7,13,momo購物網,0.88,2498,0%,78.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11368288&Area=search&mdiv=403&oid=1_21&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】DUNK LOW RETRO 男鞋 休閒鞋 運動鞋 灰白(HF5441105),2546,4.9,19,momo購物網,0.88,2546,0%,84.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13993143&Area=search&mdiv=403&oid=1_12&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 休閒鞋 AIR FORCE 1 DUNK LOW GTX 男鞋 AF1 GTX 多款(CK2630-004&),2599,4.9,12,momo購物網,0.88,2599,0%,83.7,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14688251&Area=search&mdiv=403&oid=1_19&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】HQ2053-001 Nike Dunk Low Gore-Tex 時尚潮流 低幫 板鞋 男款 黑色,3200,0.0,0,momo購物網,0.88,3200,0%,54.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009654
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Nike Dunk Low GTX 防水 休閒鞋 淺灰黑 HQ2053-100 男款 皮革 復古鞋 經典 運動鞋,3900,0.0,0,momo購物網,0.88,3900,0%,53.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0003634/goodsDetail/TP00036340001378
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Dunk Low Gore-Tex 煙灰 防潑水 反光 休閒鞋 運動鞋 男鞋 HQ2053-100,3937,4.9,11,momo購物網,0.88,3937,0%,81.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14937049&Area=search&mdiv=403&oid=1_25&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 Dunk Low GTX 男鞋 白 灰 防水 皮革 經典 HQ2053-100,4122,4.8,12,momo購物網,0.88,4122,0%,78.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14875866&Area=search&mdiv=403&oid=1_14&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 Bluetile x Nike SB Dunk Low Pro 帝王斑蝶 深藍 黑色 男鞋 IQ1323-001,4256,5.0,1,momo購物網,0.88,4256,0%,81.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15245911&Area=search&mdiv=403&oid=1_6&cid=index&kw=Dunk
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】NIKE SB DUNK LOW PRO 休閒鞋 黑 HF3704-003 麂皮 運動鞋 男鞋,4330,0.0,0,momo購物網,0.88,4330,0%,52.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0003634/goodsDetail/TP00036340001374
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】休閒鞋 W Dunk Low 女鞋 男鞋 黑白浮雕 反轉熊貓 馬年 穿搭 潮流 限量 IF3944-001,4417,4.9,14,momo購物網,0.88,4417,0%,80.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14988639&Area=search&mdiv=403&oid=1_10&cid=index&kw=Dunk
2026-05-21,PChome,童鞋,Air Force 1 Low Valentines Day 白粉紅 情人節 GS AF1 皮革 休閒鞋 大童鞋 HV5165-121,1589,4.5,0,PChome 24h購物,0.9,1870,15%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICJ8F
2026-05-21,PChome,女鞋,W Nike Air Force 1 Low '07 Cacao Wow 摩卡棕 女鞋 HQ3905-200,1589,4.5,0,PChome 24h購物,0.9,1870,15%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAXC4-A900JA03F
2026-05-21,PChome,童鞋,AIR FORCE 1 LV8 4 (GS) 中大童 休閒鞋 灰綠-FQ6948001,1611,4.5,0,PChome 24h購物,0.9,1918,16%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HLN7Z
2026-05-21,PChome,童鞋,AIR FORCE 1 GS 童鞋 大童 女鞋 休閒鞋 白藍-FV5948115,1726,4.5,0,PChome 24h購物,0.9,2132,19%,71.2,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900IDACM
2026-05-21,PChome,童鞋,休閒鞋 Air Force 1 GS 大童 女鞋 海軍藍 黑 AF1 HJ9201-400,1780,4.5,0,PChome 24h購物,0.9,1780,0%,71.1,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900JEWO2
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 Sage Low 女鞋 黑 白 厚底 AF1 AR5339-002,1788,4.5,0,PChome 24h購物,0.9,2080,14%,71.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JA454
2026-05-21,PChome,童鞋,休閒鞋 Air Force 1 Mid EasyOn GS 大童 女鞋 橘 紅 龍年 新年 CNY 魔鬼氈,1788,4.5,0,PChome 24h購物,0.9,2080,14%,71.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900JNBMY
2026-05-21,PChome,童鞋,休閒鞋 Air Force 1 LV8 GS 大童 女鞋 黑 白 金 AF1 小勾 HF0095-001,1880,4.5,0,PChome 24h購物,0.9,1880,0%,71.0,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900J8E2A
2026-05-21,PChome,女鞋,W  Air Force 1 Pixel 粉色麂皮 女鞋 休閒鞋 DQ5570-600,1898,4.5,0,PChome 24h購物,0.9,2233,15%,70.9,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2J-A900HGAU6
2026-05-21,PChome,童鞋,AIR FORCE 1 LV8 3 (GS) 中大童 休閒鞋 HQ1911001,1900,4.5,0,PChome 24h購物,0.9,2346,19%,70.9,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900J5MEP
2026-05-21,PChome,童鞋,AIR FORCE 1 BG 中大童 休閒鞋 紅粉白 愛心 皮革 緩震 AF1-HV5165121,1900,4.5,0,PChome 24h購物,0.9,2346,19%,70.9,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900IIFS6
2026-05-21,PChome,男鞋,休閒鞋 Air Force 1 Low Canvas 男鞋 綠 帆布 AF1 HV1204-300,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J0KWT
2026-05-21,PChome,男鞋,休閒鞋 Air Force 1 07 LV8 Time Warp AF1 男鞋 藍 灰 白  FJ5471-121,1980,4.5,0,PChome 24h購物,0.9,1980,0%,70.8,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J9U5S
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 Next Nature 女鞋 米白 紅 AF1 DC9486-109,1980,4.5,0,PChome 24h購物,0.9,1980,0%,70.8,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JNSFY
2026-05-21,PChome,女鞋,W AIR FORCE 1 DANCE 女鞋 休閒鞋 淺銅 棕色 AF1 復古-HV2057209,1987,4.5,0,PChome 24h購物,0.9,2454,19%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I7KP8
2026-05-21,PChome,男鞋,休閒鞋 Air Force 1 07 LV8 男鞋 酒紅 綠 黃 AF1 低筒 復古 HQ3612-113,2046,4.5,0,PChome 24h購物,0.9,2380,14%,70.7,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IBNB4
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 Next Nature 女鞋 白 棕 AF1 DC9486-103,2046,4.5,0,PChome 24h購物,0.9,2380,14%,70.7,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IYPVB
2026-05-21,PChome,女鞋,W AIR FORCE 1 07 PRM 女鞋 休閒鞋 灰白色-FV6519001,2074,4.5,0,PChome 24h購物,0.9,2561,19%,70.6,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HT6ES
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 Wild 女鞋 紅棕 帆布 麂皮 AF1 FB2348-202,2132,4.5,0,PChome 24h購物,0.9,2480,14%,70.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J3304
2026-05-21,PChome,童鞋,休閒鞋 Air Force 1 LE GS 大童鞋 女鞋 白 全白 皮革 AF1 經典 DH2920-111,2132,4.5,0,PChome 24h購物,0.9,2480,14%,70.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900J47LI
2026-05-21,PChome,男鞋,休閒鞋 Air Force 1 07 男鞋 卡其 棕 紅 AF1 復古 情侶鞋 HQ3447-222,2132,4.5,0,PChome 24h購物,0.9,2480,14%,70.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JLH6S
2026-05-21,PChome,男鞋,Nike Air Force 1 Low 1 07 WB Light Bone Gum 焦糖奶茶 男鞋 FD3365-001,2134,4.5,0,PChome 24h購物,0.9,2511,15%,70.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAXFH-A900J97K0
2026-05-21,PChome,未標示,Nike Air Force 1'07 女 灰 AF1 運動 休閒 透氣 皮革 休閒鞋 HF2014-200,2135,4.5,0,PChome 24h購物,0.9,2399,11%,70.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2B-A900J35EI
2026-05-21,PChome,未標示,AIR FORCE 1 07 男女 休閒鞋,2499,4.5,0,PChome 24h購物,0.9,2499,0%,69.9,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HLS6P
2026-05-21,PChome,童鞋,休閒鞋 Air Force 1 LV8 GS 大童 女鞋 綠 CNY 新年 蛇年 AF1 中國結 HV6000-131,2580,4.5,0,PChome 24h購物,0.9,2580,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900JY53N
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 女鞋 米白 酒紅 豹紋 AF1 IM7510-262,2580,4.5,0,PChome 24h購物,0.9,2580,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JBR0L
2026-05-21,PChome,未標示,Nike Air Force 1'07 LV8 男 棕 麂皮 休閒 AF1 經典 運動 休閒鞋 HJ4465-200,2660,4.5,0,PChome 24h購物,0.9,2660,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J3N31
2026-05-21,PChome,男鞋,AIR FORCE 1 LOW CANVAS 男鞋 休閒鞋 綠色-HV1204300,2668,4.5,0,PChome 24h購物,0.9,2668,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J0I6D
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 LX 女鞋 CNY 新年 蛇年 AF1 奶茶色 HV5990-172,2680,4.5,0,PChome 24h購物,0.9,2680,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JUGGE
2026-05-21,PChome,女鞋,休閒鞋 Air Force 1 Wild 女鞋 白 米白 麂皮 AF1 經典  FB2348-002,2680,4.5,0,PChome 24h購物,0.9,2680,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JIDQA
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 LX 女鞋 粉紅 咖啡 AF1 草莓巧克力,2780,4.5,0,PChome 24h購物,0.9,2780,0%,69.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JPZ8V
2026-05-21,PChome,女鞋,Nike 休閒鞋 Air Force 1 07 女鞋 經典款 AF1 皮革 小白鞋 白 全白 DD8959-100,2788,4.5,0,PChome 24h購物,0.9,2788,0%,69.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900FR3S5
2026-05-21,PChome,未標示,Nike W Air Force 1 07 Next Nature DC9486-111 女 運動休閒鞋 白 粉紅,2844,4.5,0,PChome 24h購物,0.9,2844,0%,69.4,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICGY4
2026-05-21,PChome,未標示,Nike W Air Force 1 '07 IB3881-001 女 運動休閒鞋 經典 AF1 穿搭 灰綠,2844,4.5,0,PChome 24h購物,0.9,2844,0%,69.4,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IT3HL
2026-05-21,PChome,男鞋,Nike Air Force 1 07 CW2288-111 男鞋 運動 休閒 經典 舒適 避震 穿搭 簡約 白,2844,4.5,0,PChome 24h購物,0.9,2844,0%,69.4,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I3UF8
2026-05-21,PChome,女鞋,Nike Wmns Air Force 1 07 DD8959-100 女 休閒鞋 經典 AF1 皮革 穿搭 全白,2844,4.5,0,PChome 24h購物,0.9,2844,0%,69.4,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I3UFB
2026-05-21,PChome,女鞋,WMNS AIR FORCE 1 07 LX 女 休閒鞋 IH7352001,2850,4.5,0,PChome 24h購物,0.9,2850,0%,69.4,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J55SR
2026-05-21,PChome,男鞋,AIR FORCE 1 LOW EVO 男鞋 休閒鞋 綠色-HF3630300,2882,4.5,0,PChome 24h購物,0.9,2882,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HWJL3
2026-05-21,PChome,未標示,W AIR FORCE 1 07 女 休閒鞋 金屬棕-HF2014200,2882,4.5,0,PChome 24h購物,0.9,2882,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICTS3
2026-05-21,PChome,未標示,W AIR FORCE 1 DANCE 女 休閒鞋 FJ7409601,2882,4.5,0,PChome 24h購物,0.9,2882,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J5MUS
2026-05-21,PChome,男鞋,AIR FORCE 1 07 LV8 男鞋 休閒鞋 綠色-IB6388300,2882,4.5,0,PChome 24h購物,0.9,2882,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IUXDU
2026-05-21,PChome,未標示,AIR FORCE 1 07 LV8 男 休閒鞋 黃色-HJ4465700,2882,4.5,0,PChome 24h購物,0.9,2882,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IHP1R
2026-05-21,PChome,男鞋,Air Force 1 Low Gore-Tex 咖橘 防潑水 經典 休閒鞋 男鞋 CK2630-201,2898,4.5,0,PChome 24h購物,0.9,2898,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX6U-A900JHUQX
2026-05-21,PChome,女鞋,W Nike Air Force 1 珍珠橘紅 解構 厚底 休閒鞋 女鞋 CU8591-600,2923,4.5,0,PChome 24h購物,0.9,2923,0%,69.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IV18B
2026-05-21,PChome,童鞋,Air Force 1 Low GS 大童 白綠 AF1 長舌 經典 潮流 低筒 休閒鞋 FB7402-100,2945,4.5,0,PChome 24h購物,0.9,2945,0%,69.2,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900H0X17
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 女鞋 白 乾燥玫瑰粉 AF1 銀勾 IB6543-100,2980,4.5,0,PChome 24h購物,0.9,2980,0%,69.2,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J1HXV
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Force 1 07 LX 女鞋 米色 小勾 CNY IQ9802-022,2980,4.5,0,PChome 24h購物,0.9,2980,0%,69.2,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JTZCA
